transID,blastNR,proteinID,geneName,CDSID,geneID
Ler_76874.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_76874.p1,nbisL1-mrna-1054
Ler_76874.p1.p3,sp|P04323|POL3_DROME,P04323,POL,Ler_76874.p1,nbisL1-mrna-1054
MSTRG.2048.1.p4.p1,sp|Q8K1N2|PHLB2_MOUSE,Q8K1N2,PHLDB2,MSTRG.2048.1.p4,MSTRG.2048
MSTRG.2048.1.p4.p4,sp|Q86SQ0|PHLB2_HUMAN,Q86SQ0,PHLDB2,MSTRG.2048.1.p4,MSTRG.2048
MSTRG.2009.2.p1.p1,sp|P0DSP1|SORL_RAT,P0DSP1,SORL1,MSTRG.2009.2.p1,MSTRG.2009
Ler_183354.p1.p1,sp|Q5R804|MPZL2_PONAB,Q5R804,MPZL2,Ler_183354.p1,nbisL1-mrna-1290
MSTRG.2108.3.p2.p1,sp|Q96RK0|CIC_HUMAN,Q96RK0,CIC,MSTRG.2108.3.p2,MSTRG.2108
MSTRG.2108.3.p2.p2,sp|Q96RK0|CIC_HUMAN,Q96RK0,CIC,MSTRG.2108.3.p2,MSTRG.2108
MSTRG.2108.3.p2.p11,sp|Q96RK0|CIC_HUMAN,Q96RK0,CIC,MSTRG.2108.3.p2,MSTRG.2108
Ler_39007.p1.p1,sp|A3KPA0|JAM3B_DANRE,A3KPA0,JAM3B,Ler_39007.p1,nbisL1-mrna-1184
Ler_225999.p1.p1,sp|Q6DGL7|TM147_DANRE,Q6DGL7,TMEM147,Ler_225999.p1,nbisL1-mrna-1275
Ler_183216.p2.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_183216.p2,nbisL1-mrna-1257
Ler_183216.p2.p6,sp|P04323|POL3_DROME,P04323,POL,Ler_183216.p2,nbisL1-mrna-1257
Ler_325222.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_325222.p1,nbisL1-mrna-1163
Ler_325222.p1.p2,sp|P10394|POL4_DROME,P10394,POL,Ler_325222.p1,nbisL1-mrna-1163
MSTRG.2115.2.p1.p1,sp|Q92123|AT1A1_XENLA,Q92123,ATP1A1,MSTRG.2115.2.p1,MSTRG.2115
MSTRG.2128.1.p9.p2,sp|P20938|MYP0_HETFR,P20938,MPZ,MSTRG.2128.1.p9,MSTRG.2128
Ler_340745.p1.p1,sp|Q9DG23|POPD1_CHICK,Q9DG23,BVES,Ler_340745.p1,nbisL1-mrna-1199
Ler_39175.p1.p1,sp|O14757|CHK1_HUMAN,O14757,CHEK1,Ler_39175.p1,nbisL1-mrna-1154
MSTRG.2078.1.p4.p1,sp|Q6P825|TOM40_XENTR,Q6P825,TOMM40,MSTRG.2078.1.p4,MSTRG.2078
Ler_340785.p1.p1,sp|Q2VUH7|DIXC1_RAT,Q2VUH7,DIXDC1,Ler_340785.p1,nbisL1-mrna-1206
MSTRG.2141.4.p1.p1,sp|Q3YBR2|TBRG1_HUMAN,Q3YBR2,TBRG1,MSTRG.2141.4.p1,MSTRG.2141
MSTRG.1899.1.p1.p1,sp|Q6PFL8|THYN1_DANRE,Q6PFL8,THYN1,MSTRG.1899.1.p1,MSTRG.1899
Ler_39174.p1.p1,sp|O14757|CHK1_HUMAN,O14757,CHEK1,Ler_39174.p1,nbisL1-mrna-1291
MSTRG.2052.1.p1.p1,sp|Q3T0X8|NHRF3_BOVIN,Q3T0X8,PDZK1,MSTRG.2052.1.p1,MSTRG.2052
MSTRG.2014.1.p1.p1,sp|Q8BGG7|UBS3B_MOUSE,Q8BGG7,UBASH3B,MSTRG.2014.1.p1,MSTRG.2014
MSTRG.2044.1.p1.p1,sp|Q6ZUT1|NKAP1_HUMAN,Q6ZUT1,NKAPD1,MSTRG.2044.1.p1,MSTRG.2044
Ler_325220.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_325220.p1,nbisL1-mrna-1067
MSTRG.2147.1.p1.p1,sp|Q6DRG1|RBM42_DANRE,Q6DRG1,RBM42,MSTRG.2147.1.p1,MSTRG.2147
Ler_325287.p1.p1,sp|E1C8P7|DSCL1_CHICK,E1C8P7,DSCAML1,Ler_325287.p1,nbisL1-mrna-1065
MSTRG.2132.1.p1.p1,sp|Q6DRG1|RBM42_DANRE,Q6DRG1,RBM42,MSTRG.2132.1.p1,MSTRG.2132
Ler_225889.p10.p1,sp|Q9D7B6|ACAD8_MOUSE,Q9D7B6,ACAD8,Ler_225889.p10,nbisL1-mrna-1123
MSTRG.2096.1.p6.p1,sp|P59384|ATS15_MOUSE,P59384,ADAMTS15,MSTRG.2096.1.p6,MSTRG.2096
MSTRG.2096.1.p6.p3,sp|P59384|ATS15_MOUSE,P59384,ADAMTS15,MSTRG.2096.1.p6,MSTRG.2096
Ler_340719.p1.p1,sp|Q3KR37|ASTRB_HUMAN,Q3KR37,GRAMD1B,Ler_340719.p1,nbisL1-mrna-1162
Ler_39093.p2.p2,sp|P20825|POL2_DROME,P20825,POL,Ler_39093.p2,nbisL1-mrna-1216
MSTRG.1984.1.p1.p1,sp|Q9Y6R7|FCGBP_HUMAN,Q9Y6R7,FCGBP,MSTRG.1984.1.p1,MSTRG.1984
MSTRG.2095.1.p4.p1,sp|Q9UNA0|ATS5_HUMAN,Q9UNA0,ADAMTS5,MSTRG.2095.1.p4,MSTRG.2095
MSTRG.2095.1.p4.p2,sp|Q9UNA0|ATS5_HUMAN,Q9UNA0,ADAMTS5,MSTRG.2095.1.p4,MSTRG.2095
MSTRG.2054.1.p2.p2,sp|Q56JX5|RS25_BOVIN,Q56JX5,RPS25,MSTRG.2054.1.p2,MSTRG.2054
Ler_340714.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_340714.p1,nbisL1-mrna-1082
Ler_325244.p1.p1,sp|Q8IW92|GLBL2_HUMAN,Q8IW92,GLB1L2,Ler_325244.p1,nbisL1-mrna-1196
MSTRG.2151.1.p1.p1,sp|O75604|UBP2_HUMAN,O75604,USP2,MSTRG.2151.1.p1,MSTRG.2151
Ler_340737.p1.p1,sp|Q6NV04|HACL2_DANRE,Q6NV04,ILVBL,Ler_340737.p1,nbisL1-mrna-1077
Ler_340737.p1.p3,sp|Q6NV04|HACL2_DANRE,Q6NV04,ILVBL,Ler_340737.p1,nbisL1-mrna-1077
Ler_294419.p3.p2,sp|P04323|POL3_DROME,P04323,POL,Ler_294419.p3,nbisL1-mrna-1274
Ler_203507.p1.p1,sp|O93209|POL_FFV,O93209,POL,Ler_203507.p1,nbisL1-mrna-1172
Ler_164232.p1.p1,sp|Q9TT93|ATS4_BOVIN,Q9TT93,ADAMTS4,Ler_164232.p1,nbisL1-mrna-1254
MSTRG.1860.1.p2.p2,sp|Q60414|NTCP2_CRIGR,Q60414,SLC10A2,MSTRG.1860.1.p2,MSTRG.1860
MSTRG.2143.1.p2.p2,sp|Q90Y50|CXAR_DANRE,Q90Y50,CXADR,MSTRG.2143.1.p2,MSTRG.2143
MSTRG.2122.1.p4.p1,sp|Q5U239|TM145_XENLA,Q5U239,TMEM145,MSTRG.2122.1.p4,MSTRG.2122
Ler_143752.p2.p1,sp|O75845|SC5D_HUMAN,O75845,SC5D,Ler_143752.p2,nbisL1-mrna-1247
Ler_143752.p2.p2,sp|O88822|SC5D_MOUSE,O88822,SC5D,Ler_143752.p2,nbisL1-mrna-1247
Ler_340821.p2.p1,sp|P0CV25|RLR78_PLAVT,P0CV25,RXLR78,Ler_340821.p2,nbisL1-mrna-1284
Ler_340821.p2.p2,sp|Q9H892|TTC12_HUMAN,Q9H892,TTC12,Ler_340821.p2,nbisL1-mrna-1284
MSTRG.1978.1.p3.p1,sp|B2KI42|CADH2_RHIFE,B2KI42,CDH2,MSTRG.1978.1.p3,MSTRG.1978
MSTRG.2072.1.p2.p2,sp|Q5RDC1|WASC2_PONAB,Q5RDC1,WASHC2,MSTRG.2072.1.p2,MSTRG.2072
Ler_28628.p1.p3,sp|P0CV25|RLR78_PLAVT,P0CV25,RXLR78,Ler_28628.p1,nbisL1-mrna-1157
Ler_28628.p1.p50,sp|Q5RJI4|PKDCC_MOUSE,Q5RJI4,PKDCC,Ler_28628.p1,nbisL1-mrna-1157
Ler_183355.p1.p1,sp|Q5R804|MPZL2_PONAB,Q5R804,MPZL2,Ler_183355.p1,nbisL1-mrna-1155
Ler_340731.p1.p1,sp|O61491|FLOT1_DROME,O61491,FLO1,Ler_340731.p1,nbisL1-mrna-1198
MSTRG.1952.1.p1.p1,sp|P28338|GSTT1_MUSDO,P28338,GST1,MSTRG.1952.1.p1,MSTRG.1952
MSTRG.2116.7.p14.p1,sp|Q61626|GRIK5_MOUSE,Q61626,GRIK5,MSTRG.2116.7.p14,MSTRG.2116
MSTRG.2116.7.p14.p2,sp|Q61626|GRIK5_MOUSE,Q61626,GRIK5,MSTRG.2116.7.p14,MSTRG.2116
MSTRG.2116.7.p14.p5,sp|Q61626|GRIK5_MOUSE,Q61626,GRIK5,MSTRG.2116.7.p14,MSTRG.2116
Ler_356240.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_356240.p1,nbisL1-mrna-1209
Ler_39128.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_39128.p1,nbisL1-mrna-1139
Ler_203590.p1.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_203590.p1,nbisL1-mrna-1267
MSTRG.2035.1.p1.p1,sp|Q98892|OBCAM_CHICK,Q98892,OPCML,MSTRG.2035.1.p1,MSTRG.2035
MSTRG.2026.1.p1.p1,sp|P55200|KMT2A_MOUSE,P55200,KMT2A,MSTRG.2026.1.p1,MSTRG.2026
Ler_246676.p6.p1,sp|P41755|DHE2_ACHKL,P41755,#N/A,Ler_246676.p6,nbisL1-mrna-1100
Ler_246676.p6.p2,sp|P47773|HSP7C_ICTPU,P47773,HSC70,Ler_246676.p6,nbisL1-mrna-1100
Ler_39030.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_39030.p1,nbisL1-mrna-1052
Ler_39030.p1.p2,sp|P10394|POL4_DROME,P10394,POL,Ler_39030.p1,nbisL1-mrna-1052
Ler_110930.p5.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_110930.p5,nbisL1-mrna-1108
MSTRG.2084.2.p2.p1,sp|Q99NF1|BCDO2_MOUSE,Q99NF1,BCO2,MSTRG.2084.2.p2,MSTRG.2084
MSTRG.2084.2.p2.p2,sp|Q6QT07|BCDO2_MUSPF,Q6QT07,BCO2,MSTRG.2084.2.p2,MSTRG.2084
MSTRG.1976.3.p1.p1,sp|Q8N8M0|NAT16_HUMAN,Q8N8M0,NAT16,MSTRG.1976.3.p1,MSTRG.1976
MSTRG.1866.1.p6.p1,sp|P18756|ETS1B_XENLA,P18756,ETS1-B,MSTRG.1866.1.p6,MSTRG.1866
Ler_59229.p1.p4,sp|P04323|POL3_DROME,P04323,POL,Ler_59229.p1,nbisL1-mrna-1228
Ler_313878.p1.p1,sp|Q7TNP2|2AAB_MOUSE,Q7TNP2,PPP2R1B,Ler_313878.p1,nbisL1-mrna-1180
Ler_313878.p1.p2,sp|Q32PI5|2AAA_BOVIN,Q32PI5,PPP2R1A,Ler_313878.p1,nbisL1-mrna-1180
MSTRG.2019.1.p1.p1,sp|P02505|CRYAA_RHEAM,P02505,CRYAA,MSTRG.2019.1.p1,MSTRG.2019
Ler_340699.p5.p1,sp|P21328|RTJK_DROME,P21328,POL,Ler_340699.p5,nbisL1-mrna-1204
Ler_294377.p1.p4,sp|Q0NXR6|ACAD8_BOVIN,Q0NXR6,ACAD8,Ler_294377.p1,nbisL1-mrna-1058
Ler_76968.p3.p1,sp|Q3T030|PRS6B_BOVIN,Q3T030,PSMC4,Ler_76968.p3,nbisL1-mrna-1232
Ler_76968.p3.p3,sp|P54775|PRS6B_MOUSE,P54775,PSMC4,Ler_76968.p3,nbisL1-mrna-1232
Ler_76968.p3.p5,sp|Q3T030|PRS6B_BOVIN,Q3T030,PSMC4,Ler_76968.p3,nbisL1-mrna-1232
Ler_340684.p5.p1,sp|Q95SX7|RTBS_DROME,Q95SX7,RTASE,Ler_340684.p5,nbisL1-mrna-1081
MSTRG.2069.1.p2.p1,sp|Q99KG5|LSR_MOUSE,Q99KG5,LSR,MSTRG.2069.1.p2,MSTRG.2069
MSTRG.2069.1.p2.p2,sp|O14843|FFAR3_HUMAN,O14843,FFAR3,MSTRG.2069.1.p2,MSTRG.2069
Ler_294501.p1.p1,sp|P54823|DDX6_MOUSE,P54823,DDX6,Ler_294501.p1,nbisL1-mrna-1176
Ler_294501.p1.p2,sp|Q0IHV9|DDX6_XENTR,Q0IHV9,DDX6,Ler_294501.p1,nbisL1-mrna-1176
MSTRG.1887.1.p1.p1,sp|Q6P0F4|RBM7_DANRE,Q6P0F4,RBM7,MSTRG.1887.1.p1,MSTRG.1887
MSTRG.1943.2.p13.p1,sp|Q86UU0|BCL9L_HUMAN,Q86UU0,BCL9L,MSTRG.1943.2.p13,MSTRG.1943
Ler_126905.p1.p1,sp|Q91WA9|ABCG4_MOUSE,Q91WA9,ABCG4,Ler_126905.p1,nbisL1-mrna-1169
Ler_126905.p1.p5,sp|Q64343|ABCG1_MOUSE,Q64343,ABCG1,Ler_126905.p1,nbisL1-mrna-1169
Ler_373355.p1.p1,sp|P23979|5HT3A_MOUSE,P23979,HTR3A,Ler_373355.p1,nbisL1-mrna-1088
Ler_325252.p5.p4,sp|P43121|MUC18_HUMAN,P43121,MCAM,Ler_325252.p5,nbisL1-mrna-1193
Ler_313823.p1.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_313823.p1,nbisL1-mrna-1186
MSTRG.1938.3.p10.p1,sp|P49655|KCJ10_RAT,P49655,KCNJ10,MSTRG.1938.3.p10,MSTRG.1938
MSTRG.1938.4.p1.p1,sp|Q2HJ40|BACE1_BOVIN,Q2HJ40,BACE1,MSTRG.1938.4.p1,MSTRG.1938
Ler_294462.p1.p1,sp|F1PJP5|STT3A_CANLF,F1PJP5,STT3A,Ler_294462.p1,nbisL1-mrna-1260
Ler_294462.p1.p2,sp|Q2KJI2|STT3A_BOVIN,Q2KJI2,STT3A,Ler_294462.p1,nbisL1-mrna-1260
Ler_389733.p1.p1,sp|B1WB39|HYAS1_XENTR,B1WB39,HAS1,Ler_389733.p1,nbisL1-mrna-1221
Ler_389733.p1.p3,sp|P13563|HYAS1_XENLA,P13563,HAS1,Ler_389733.p1,nbisL1-mrna-1221
MSTRG.1863.1.p2.p2,sp|O35075|VP26C_MOUSE,O35075,VPS26C,MSTRG.1863.1.p2,MSTRG.1863
MSTRG.2107.1.p1.p1,sp|O15085|ARHGB_HUMAN,O15085,ARHGEF11,MSTRG.2107.1.p1,MSTRG.2107
MSTRG.2110.1.p1.p1,sp|P50548|ERF_HUMAN,P50548,ERF,MSTRG.2110.1.p1,MSTRG.2110
MSTRG.2140.1.p3.p3,sp|Q5E9Z1|RUSD4_BOVIN,Q5E9Z1,RPUSD4,MSTRG.2140.1.p3,MSTRG.2140
Ler_270648.p2.p2,sp|Q0IJ08|DYR1A_XENTR,Q0IJ08,DYRK1A,Ler_270648.p2,nbisL1-mrna-1170
Ler_76884.p1.p1,sp|A2VE52|ORN_BOVIN,A2VE52,REXO2,Ler_76884.p1,nbisL1-mrna-1233
Ler_340789.p1.p1,sp|Q91WT9|CBS_MOUSE,Q91WT9,CBS,Ler_340789.p1,nbisL1-mrna-1197
Ler_340789.p1.p2,sp|Q58H57|CBS_MACFA,Q58H57,CBS,Ler_340789.p1,nbisL1-mrna-1197
Ler_340789.p1.p6,sp|P35520|CBS_HUMAN,P35520,CBS,Ler_340789.p1,nbisL1-mrna-1197
MSTRG.1959.2.p3.p1,sp|Q8NDA2|HMCN2_HUMAN,Q8NDA2,HMCN2,MSTRG.1959.2.p3,MSTRG.1959
MSTRG.2086.4.p1.p1,sp|Q5XGD7|TM45B_XENTR,Q5XGD7,TMEM45B,MSTRG.2086.4.p1,MSTRG.2086
Ler_340718.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_340718.p1,nbisL1-mrna-1076
MSTRG.2089.1.p1.p1,sp|O00322|UPK1A_HUMAN,O00322,UPK1A,MSTRG.2089.1.p1,MSTRG.2089
Ler_340773.p3.p1,sp|Q3T094|ETHE1_BOVIN,Q3T094,ETHE1,Ler_340773.p3,nbisL1-mrna-1203
Ler_340773.p3.p3,sp|O95571|ETHE1_HUMAN,O95571,ETHE1,Ler_340773.p3,nbisL1-mrna-1203
MSTRG.1983.3.p1.p1,sp|Q5DU05|CE164_MOUSE,Q5DU05,CEP164,MSTRG.1983.3.p1,MSTRG.1983
MSTRG.2123.6.p4.p1,sp|Q9NXL6|SIDT1_HUMAN,Q9NXL6,SIDT1,MSTRG.2123.6.p4,MSTRG.2123
MSTRG.2123.6.p4.p2,sp|Q8NBJ9|SIDT2_HUMAN,Q8NBJ9,SIDT2,MSTRG.2123.6.p4,MSTRG.2123
Ler_389784.p4.p4,sp|A2VDL6|AT1A2_BOVIN,A2VDL6,ATP1A2,Ler_389784.p4,nbisL1-mrna-1281
Ler_389784.p4.p5,sp|Q9YH26|AT1A1_OREMO,Q9YH26,ATP1A1,Ler_389784.p4,nbisL1-mrna-1281
Ler_389784.p4.p6,sp|P13637|AT1A3_HUMAN,P13637,ATP1A3,Ler_389784.p4,nbisL1-mrna-1281
Ler_389784.p4.p7,sp|Q92123|AT1A1_XENLA,Q92123,ATP1A1,Ler_389784.p4,nbisL1-mrna-1281
Ler_389784.p4.p11,sp|P50993|AT1A2_HUMAN,P50993,ATP1A2,Ler_389784.p4,nbisL1-mrna-1281
MSTRG.1992.2.p1.p1,sp|Q802Y8|ZB16A_DANRE,Q802Y8,ZBTB16A,MSTRG.1992.2.p1,MSTRG.1992
Ler_39122.p2.p1,sp|Q7LHG5|YI31B_YEAST,Q7LHG5,TY3B-I,Ler_39122.p2,nbisL1-mrna-1137
Ler_93770.p7.p5,sp|Q28C59|RUSD4_XENTR,Q28C59,RPUSD4,Ler_93770.p7,nbisL1-mrna-1293
Ler_93770.p7.p7,sp|Q5E9Z1|RUSD4_BOVIN,Q5E9Z1,RPUSD4,Ler_93770.p7,nbisL1-mrna-1293
MSTRG.1949.1.p1.p1,sp|A5PJF4|TM218_BOVIN,A5PJF4,TMEM218,MSTRG.1949.1.p1,MSTRG.1949
MSTRG.1879.4.p1.p1,sp|Q9Z2F6|BCL3_MOUSE,Q9Z2F6,BCL3,MSTRG.1879.4.p1,MSTRG.1879
MSTRG.1919.1.p1.p1,sp|Q9R0T4|CADH1_RAT,Q9R0T4,CDH1,MSTRG.1919.1.p1,MSTRG.1919
Ler_110999.p1.p1,sp|O43826|G6PT1_HUMAN,O43826,SLC37A4,Ler_110999.p1,nbisL1-mrna-1168
Ler_110999.p1.p2,sp|O43826|G6PT1_HUMAN,O43826,SLC37A4,Ler_110999.p1,nbisL1-mrna-1168
Ler_325246.p1.p1,sp|Q95SX7|RTBS_DROME,Q95SX7,RTASE,Ler_325246.p1,nbisL1-mrna-1066
MSTRG.1965.1.p5.p1,sp|Q08E08|SCN4B_BOVIN,Q08E08,SCN4B,MSTRG.1965.1.p5,MSTRG.1965
MSTRG.2063.2.p1.p1,sp|P13596|NCAM1_RAT,P13596,NCAM1,MSTRG.2063.2.p1,MSTRG.2063
MSTRG.2030.1.p2.p2,sp|A4UTQ2|BTG3_PIG,A4UTQ2,BTG3,MSTRG.2030.1.p2,MSTRG.2030
MSTRG.1883.2.p2.p1,sp|Q9UPX0|TUTLB_HUMAN,Q9UPX0,IGSF9B,MSTRG.1883.2.p2,MSTRG.1883
MSTRG.1883.2.p2.p2,sp|D3ZB51|TUTLB_RAT,D3ZB51,IGSF9B,MSTRG.1883.2.p2,MSTRG.1883
MSTRG.2158.1.p3.p3,sp|Q504Y2|PKDCC_HUMAN,Q504Y2,PKDCC,MSTRG.2158.1.p3,MSTRG.2158
Ler_294394.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_294394.p1,nbisL1-mrna-1276
MSTRG.1871.1.p1.p1,sp|Q6P4R8|NFRKB_HUMAN,Q6P4R8,NFRKB,MSTRG.1871.1.p1,MSTRG.1871
MSTRG.1871.1.p1.p2,sp|Q62849|PCSK7_RAT,Q62849,PCSK7,MSTRG.1871.1.p1,MSTRG.1871
Ler_246649.p2.p1,sp|Q99NI3|GT2D2_MOUSE,Q99NI3,GTF2IRD2,Ler_246649.p2,nbisL1-mrna-1234
Ler_246649.p2.p2,sp|P35072|TCB1_CAEBR,P35072,#N/A,Ler_246649.p2,nbisL1-mrna-1234
Ler_143715.p1.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_143715.p1,nbisL1-mrna-1256
MSTRG.2046.2.p2.p2,sp|Q9Y0H3|RS19_MYXGL,Q9Y0H3,RPS19,MSTRG.2046.2.p2,MSTRG.2046
MSTRG.1932.1.p1.p1,sp|Q5BJZ6|CARME_RAT,Q5BJZ6,CARNMT1,MSTRG.1932.1.p1,MSTRG.1932
MSTRG.2016.1.p1.p1,sp|Q9H0K1|SIK2_HUMAN,Q9H0K1,SIK2,MSTRG.2016.1.p1,MSTRG.2016
MSTRG.2066.1.p1.p1,sp|P27105|STOM_HUMAN,P27105,STOM,MSTRG.2066.1.p1,MSTRG.2066
MSTRG.1947.1.p1.p1,sp|Q96KN3|PKNX2_HUMAN,Q96KN3,PKNOX2,MSTRG.1947.1.p1,MSTRG.1947
MSTRG.1877.1.p8.p1,sp|Q3TTA7|CBLB_MOUSE,Q3TTA7,CBLB,MSTRG.1877.1.p8,MSTRG.1877
MSTRG.1856.1.p1.p1,sp|F1NVK6|TM237_CHICK,F1NVK6,TMEM237,MSTRG.1856.1.p1,MSTRG.1856
MSTRG.1920.1.p3.p1,sp|P19022|CADH2_HUMAN,P19022,CDH2,MSTRG.1920.1.p3,MSTRG.1920
Ler_325265.p1.p1,sp|Q6P0F4|RBM7_DANRE,Q6P0F4,RBM7,Ler_325265.p1,nbisL1-mrna-1068
Ler_325230.p1.p1,sp|A5PF10|NEUR1_PIG,A5PF10,NEU1,Ler_325230.p1,nbisL1-mrna-1166
Ler_325230.p1.p3,sp|A5PF10|NEUR1_PIG,A5PF10,NEU1,Ler_325230.p1,nbisL1-mrna-1166
MSTRG.2073.1.p1.p1,sp|Q5RDC1|WASC2_PONAB,Q5RDC1,WASHC2,MSTRG.2073.1.p1,MSTRG.2073
MSTRG.2055.2.p1.p1,sp|Q9BE45|IKBZ_BOVIN,Q9BE45,NFKBIZ,MSTRG.2055.2.p1,MSTRG.2055
MSTRG.2106.1.p1.p1,sp|Q99NF1|BCDO2_MOUSE,Q99NF1,BCO2,MSTRG.2106.1.p1,MSTRG.2106
MSTRG.1979.1.p1.p1,sp|Q9BPY3|F118B_HUMAN,Q9BPY3,FAM118B,MSTRG.1979.1.p1,MSTRG.1979
MSTRG.1979.1.p1.p4,sp|Q4R836|F118B_MACFA,Q4R836,FAM118B,MSTRG.1979.1.p1,MSTRG.1979
Ler_143787.p2.p2,sp|Q1LZB4|IFT46_BOVIN,Q1LZB4,IFT46,Ler_143787.p2,nbisL1-mrna-1288
Ler_143787.p2.p3,sp|A7MBP4|IFT46_DANRE,A7MBP4,IFT46,Ler_143787.p2,nbisL1-mrna-1288
MSTRG.1924.1.p1.p1,sp|Q9BWV1|BOC_HUMAN,Q9BWV1,BOC,MSTRG.1924.1.p1,MSTRG.1924
MSTRG.2059.1.p1.p1,sp|Q5DID0|UROL1_HUMAN,Q5DID0,UMODL1,MSTRG.2059.1.p1,MSTRG.2059
Ler_59379.p1.p1,sp|Q3YBR2|TBRG1_HUMAN,Q3YBR2,TBRG1,Ler_59379.p1,nbisL1-mrna-1292
MSTRG.2087.4.p1.p1,sp|Q6GPD0|RHG32_XENLA,Q6GPD0,ARHGAP32,MSTRG.2087.4.p1,MSTRG.2087
Ler_325592.p2.p1,sp|O00267|SPT5H_HUMAN,O00267,SUPT5H,Ler_325592.p2,nbisL1-mrna-1446
Ler_325592.p2.p2,sp|O00267|SPT5H_HUMAN,O00267,SUPT5H,Ler_325592.p2,nbisL1-mrna-1446
Ler_271046.p1.p1,sp|Q6AXJ9|CDKL1_DANRE,Q6AXJ9,CDKL1,Ler_271046.p1,nbisL1-mrna-1595
MSTRG.2233.2.p1.p1,sp|O08539|BIN1_MOUSE,O08539,BIN1,MSTRG.2233.2.p1,MSTRG.2233
Ler_111276.p1.p1,sp|Q16678|CP1B1_HUMAN,Q16678,CYP1B1,Ler_111276.p1,nbisL1-mrna-1461
Ler_271128.p3.p6,sp|Q504Y2|PKDCC_HUMAN,Q504Y2,PKDCC,Ler_271128.p3,nbisL1-mrna-1420
Ler_314030.p2.p1,sp|O75717|WDHD1_HUMAN,O75717,WDHD1,Ler_314030.p2,nbisL1-mrna-1327
Ler_314030.p2.p2,sp|O13046|WDHD1_XENLA,O13046,WDHD1,Ler_314030.p2,nbisL1-mrna-1327
Ler_314030.p2.p8,sp|O75717|WDHD1_HUMAN,O75717,WDHD1,Ler_314030.p2,nbisL1-mrna-1327
MSTRG.2301.1.p1.p1,sp|A7E2I7|T151B_DANRE,A7E2I7,TMEM151B,MSTRG.2301.1.p1,MSTRG.2301
MSTRG.2472.1.p1.p1,sp|Q5JCS9|B3GN3_MOUSE,Q5JCS9,B3GNT3,MSTRG.2472.1.p1,MSTRG.2472
Ler_356447.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_356447.p1,nbisL1-mrna-1513
MSTRG.2307.1.p1.p1,sp|Q8BZK4|S35F4_MOUSE,Q8BZK4,SLC35F4,MSTRG.2307.1.p1,MSTRG.2307
Ler_77198.p1.p1,sp|D4A280|PAK5_RAT,D4A280,PAK5,Ler_77198.p1,nbisL1-mrna-1586
Ler_77198.p1.p2,sp|Q9P286|PAK5_HUMAN,Q9P286,PAK5,Ler_77198.p1,nbisL1-mrna-1586
Ler_39302.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_39302.p1,nbisL1-mrna-1507
MSTRG.2396.1.p1.p1,sp|Q63472|KCNH1_RAT,Q63472,KCNH1,MSTRG.2396.1.p1,MSTRG.2396
Ler_203959.p1.p1,sp|P78504|JAG1_HUMAN,P78504,JAG1,Ler_203959.p1,nbisL1-mrna-1441
Ler_325412.p1.p1,sp|Q8I7P9|POL5_DROME,Q8I7P9,POL,Ler_325412.p1,nbisL1-mrna-1342
MSTRG.2244.1.p1.p1,sp|Q9NZ56|FMN2_HUMAN,Q9NZ56,FMN2,MSTRG.2244.1.p1,MSTRG.2244
Ler_356453.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_356453.p1,nbisL1-mrna-1505
MSTRG.2321.1.p2.p1,sp|A8WGA3|LFN1L_DANRE,A8WGA3,LRFN1L,MSTRG.2321.1.p2,MSTRG.2321
MSTRG.2321.1.p2.p2,sp|Q460M5|LRFN2_RAT,Q460M5,LRFN2,MSTRG.2321.1.p2,MSTRG.2321
Ler_314033.p2.p2,sp|Q8BGE4|SUSD6_MOUSE,Q8BGE4,SUSD6,Ler_314033.p2,nbisL1-mrna-1319
Ler_314033.p2.p4,sp|Q8BH32|SUSD4_MOUSE,Q8BH32,SUSD4,Ler_314033.p2,nbisL1-mrna-1319
Ler_226063.p2.p1,sp|Q9QBY3|POL_HV196,Q9QBY3,GAG-POL,Ler_226063.p2,nbisL1-mrna-1421
Ler_226063.p2.p2,sp|P10394|POL4_DROME,P10394,POL,Ler_226063.p2,nbisL1-mrna-1421
Ler_226063.p2.p3,sp|P04323|POL3_DROME,P04323,POL,Ler_226063.p2,nbisL1-mrna-1421
Ler_39383.p1.p1,sp|Q08DB5|STX5_BOVIN,Q08DB5,STX5,Ler_39383.p1,nbisL1-mrna-1322
